Symbol,Name,Date,Price,Close,MA5,MA20,Price/MA20,Price/MA5,RSI,PBR,ROE,PER,EPS,BPS,DIV,DPS,Momentum,Score
264900,크라운제과,2026-09-03,8090.0,8090.0,8134.0,8158.5,0.9916038487467059,0.9945906073272682,45.88,0.45,5.4187745924676785,8.39,964.0,17790.0,3.46,280.0,0.9955531631951597,0.5118793349815273
317450,명인제약,2026-09-03,44650.0,44650.0,45690.0,46380.0,0.9626994394135403,0.9772379076384329,47.14,0.82,12.347221966953995,6.65,6718.0,54409.0,3.36,1500.0,0.9803919037033701,0.5117100575380834
032640,LG유플러스,2026-09-03,14810.0,14810.0,14986.0,14934.0,0.9916967992500335,0.98825570532497,48.42,0.71,5.862863728032267,12.13,1221.0,20826.0,4.46,660.0,0.9943462181594926,0.5112110358615551
001200,유진증권,2026-09-03,4320.0,4320.0,4370.0,4353.75,0.9922480620155039,0.988558352402746,49.85,0.35,5.701078582434515,6.15,703.0,12331.0,4.17,180.0,0.9946279772756987,0.5110129432163084
034730,SK,2026-09-03,545000.0,545000.0,552800.0,550550.0,0.9899191717373536,0.98589001447178,46.94,1.19,6.342527081497098,18.79,29000.0,457231.0,1.47,8000.0,0.9931687375905243,0.5108418782391209
272550,삼양패키징,2026-09-03,9840.0,9840.0,9900.0,9885.5,0.9953972990744019,0.9939393939393939,57.82,0.38,4.51174771680587,8.51,1156.0,25622.0,5.08,500.0,0.9969503542838225,0.5102586625571941
009290,광동제약,2026-09-03,6340.0,6340.0,6400.0,6341.0,0.9998422961677969,0.990625,52.38,0.48,3.9466707067646394,12.17,521.0,13201.0,1.58,100.0,0.9980968104399937,0.5100206275811153
017960,한국카본,2026-09-03,22350.0,22350.0,23490.0,23685.0,0.9436352121595947,0.9514687100893997,42.45,1.94,17.73591457591805,10.94,2043.0,11519.0,1.43,320.0,0.9675880024944251,0.5087490369088535
002460,HS화성,2026-09-03,10890.0,10890.0,10888.0,11108.0,0.9803745048613611,1.0001836884643645,46.34,0.24,6.383817154866675,3.73,2916.0,45678.0,6.89,750.0,0.9921879948575167,0.5083515785952951
016710,대성홀딩스,2026-09-03,6990.0,6990.0,7020.0,7013.0,0.9967203764437473,0.9957264957264957,50.73,0.24,3.7318903822656657,6.54,1069.0,28645.0,3.58,250.0,0.9978351559557891,0.5079803764362866
005810,풍산홀딩스,2026-09-03,37300.0,37300.0,37750.0,37822.5,0.9861854716108137,0.9880794701986755,50.93,0.44,6.363732980645466,6.92,5389.0,84683.0,4.29,1600.0,0.9920809427444944,0.5079299092241587
001630,종근당홀딩스,2026-09-03,38900.0,38900.0,39180.0,39545.0,0.983689467695031,0.9928534966819806,45.57,0.29,6.346916966214044,4.58,8493.0,133813.0,3.6,1400.0,0.992020101549459,0.5076573473481335
109070,주성코퍼레이션,2026-09-03,1550.0,1550.0,1550.0,1588.4,0.9758247292873331,1.0,50.02,2.83,7.116788321167883,39.74,39.0,548.0,0.0,0.0,0.9903298917149332,0.5076230788041345
